word,FR,ES,CS,DE,PL
cinema,cinéma,cine,kino,Kino,kino
city hall,hôtel de ville,ayuntamiento,radnice,rathaus,ratusz
clubhouse,clubhouse,casa club,klubovna,Klubhaus,klub
college,collège,universidad,vysoká škola,Hochschule,uczelnia
compound,enceinte,complejo,sloučenina,Verbindung,złożony
concert hall,salle de concert,sala de conciertos,koncertní sál,Konzertsaal,sala koncertowa
condominium,condominiums,condominio,kondominium,Wohnungseigentum,kondominium
conservatory,jardin d'hiver,invernadero,zimní zahrada,Gewächshaus,ogród zimowy
cottage,chalet,casa rural,chata,Hütte,domek
courthouse,palais de justice,juzgado,budova soudu,Gerichtsgebäude,sąd
crypt,crypte,cripta,krypta,Krypta,krypta
depot,dépôt,depósito,depo,Betriebshof,zajezdnia
detached house,maison individuelle,vivienda unifamiliar,rodinný dům,freistehendes Haus,dom wolnostojący
dock,quai,muelle,dok,Hafenbecken,dok
dome,dôme,cúpula,kopule,Kuppel,kopuła
dormitory,dortoir,dormitorio,ubytovna,Studentenwohnheim,akademik
double wide,double largeur,doble ancho,dvojitá šířka,doppelt breit,podwójny szeroki
duplex,duplex,dúplex,duplex,Duplex,dupleks
dwelling,logement,vivienda,obydlí,Wohnung,mieszkanie
earth-sheltered house,maison à l'abri de la terre,casa de tierra,dům chráněný zeminou,erdüberdachtes Haus,dom kryty ziemią
embassy,ambassade,embajada,velvyslanectví,Botschaft,ambasada
exposition hall,salle d'exposition,sala de exposiciones,výstavní hala,Ausstellungshalle,hala wystawowa
factory,usine,fábrica,továrna,Fabrik,fabryka
farm,la ferme,granja,farma,Bauernhof,gospodarstwo
farmhouse,ferme,granja,statek,Bauernhaus,gospodarstwo
ferry slip,cale de ferry,muelle de transbordadores,skluz trajektu,Fähranleger,pochylnia promowa
ferry terminal,terminal de ferry,terminal de transbordadores,trajektový terminál,Fährterminal,terminal promowy
fire station,caserne de pompiers,parque de bomberos,požární stanice,Feuerwache,remiza strażacka
firehouse,caserne de pompiers,parque de bomberos,hasičská zbrojnice,Feuerwache,remiza
folly,folie,locura,folly,Folly,szaleństwo
forge,forge,forja,kovárna,Schmiede,kuźnia
fort,fort,fuerte,pevnost,Fort,fort
fortress,forteresse,fortaleza,pevnost,Festung,twierdza
foundry,fonderie,fundición,slévárna,Gießerei,odlewnia
gallery,galerie,galería,galerie,Galerie,galeria
garage,garage,garaje,garáž,Garage,garaż
gas station,station-service,gasolinera,čerpací stanice,Tankstelle,stacja benzynowa
gazebo,belvédère,cenador,altán,Pavillon,altana
geodesic dome,dôme géodésique,cúpula geodésica,geodetická kopule,geodätische Kuppel,kopuła geodezyjna
granary,grenier,granero,sýpka,Getreidespeicher,spichlerz
greenhouse,serre,invernadero,skleník,Gewächshaus,szklarnia
gym,salle de sport,gimnasio,tělocvična,Turnhalle,siłownia
gymnasium,gymnase,gimnasio,tělocvična,Sporthalle,sala gimnastyczna
hall,hall d'entrée,vestíbulo,hala,Halle,hala
hangar,hangar,hangar,hangár,Hangar,hangar
haunted house,maison hantée,casa encantada,strašidelný dům,Spukhaus,nawiedzony dom
headquarters,sièges sociaux,sede,ústředí,Hauptsitz,centrala
high-rise,gratte-ciel,rascacielos,výškové budovy,Hochhaus,wieżowiec
home,maison,casa,home,Zuhause,dom
hospital,hôpital,hospital,nemocnice,Krankenhaus,szpital
hostel,auberge,albergue,hostel,Herberge,hostel
hot house,maison chaude,invernadero,horký dům,Warmhaus,ciepły dom
hotel,hôtel,hotel,hotel,Hotel,hotel
house,maison,casa,dům,Haus,dom
houseboat,péniche,casa flotante,hausbót,Hausboot,barka
housing project,projet de logement,proyecto de viviendas,projekt bydlení,Wohnprojekt,projekt mieszkaniowy
hunting lodge,pavillon de chasse,pabellón de caza,lovecký zámeček,Jagdhaus,domek myśliwski
hut,hutte,cabaña,chata,Hütte,chata
igloo,igloo,iglú,iglú,Iglu,igloo
jail,prison,cárcel,vězení,Gefängnis,więzienie
kiosk,kiosque,quiosco,kiosek,Kiosk,kiosk
laboratory,laboratoire,laboratorio,laboratoř,Labor,laboratorium
lean-to,appentis,cobertizo,lean-to,Anlehnungsbau,chudy
library,bibliothèque,biblioteca,knihovna,Bibliothek,biblioteka
lighthouse,phare,faro,maják,Leuchtturm,latarnia morska
lodge,loge,albergue,Lodge,Lodge,loża
log cabin,cabane en rondins,cabaña de madera,srubová chata,Blockhaus,chata z bali
longhouse,maison longue,casa larga,longhouse,Langhaus,długi dom
mall,centre commercial,centro comercial,nákupní centrum,Einkaufszentrum,centrum handlowe
manor,manoir,mansión,panství,Herrenhaus,dwór
manse,maison de maître,mansión,manéž,Herrenhaus,dwór
mansion,maison de maître,mansión,zámeček,Herrenhaus,rezydencja
marina,port de plaisance,puerto deportivo,přístav,Jachthafen,marina
market,marché,mercado,trh,Markt,rynek
mausoleum,mausolée,mausoleo,mauzoleum,Mausoleum,mauzoleum
meeting hall,salle de réunion,sala de reuniones,zasedací sál,Versammlungssaal,sala konferencyjna
mill,moulin,molino,mlýn,Mühle,młyn
minaret,minaret,minarete,minaret,Minarett,minaret
mobile home,maison mobile,casa móvil,mobilní dům,Mobilheim,dom mobilny
monastery,monastère,monasterio,klášter,Kloster,klasztor
monument,monument,monumento,památka,Denkmal,zabytek
mosque,mosquée,mezquita,mešita,Moschee,meczet
motel,motel,motel,motel,Motel,motel
museum,musée,museo,muzeum,Museum,muzeum
nuclear power plant,centrale nucléaire,central nuclear,jaderná elektrárna,Kernkraftwerk,elektrownia jądrowa
nursing home,maison de retraite,residencia de ancianos,domov důchodců,Pflegeheim,dom opieki
observatory,observatoire,observatorio,observatoř,Sternwarte,obserwatorium
office building,immeuble de bureaux,edificio de oficinas,kancelářská budova,Bürogebäude,budynek biurowy
opera house,opéra,ópera,budova opery,Opernhaus,opera
outbuilding,dépendance,dependencia,přístavba,Nebengebäude,budynek gospodarczy
outhouse,dépendance,retrete,přístavek,Nebengebäude,wychodek
pagoda,pagode,pagoda,pagoda,Pagode,pagoda
palace,palais,palacio,palác,Palast,pałac
parking garage,garage de stationnement,garaje,parkovací garáže,Parkhaus,garaż
parliament,parlement,parlamento,parlament,Parlament,parlament
pavilion,pavillon,pabellón,pavilon,Pavillon,pawilon
plant,les usines,planta,závod,Anlage,zakład
playhouse,maison de jeu,casa de juegos,hrací dům,Spielhaus,bawialnia
police station,commissariat de police,comisaría de policía,policejní stanice,Polizeistation,posterunek policji
pool house,abri de piscine,casa de la piscina,dům u bazénu,Poolhaus,dom przy basenie
post office,bureau de poste,correos,pošta,Postamt,poczta
power plant,centrale électrique,central eléctrica,elektrárna,Kraftwerk,elektrownia
prefab building,bâtiment préfabriqué,edificio prefabricado,montovaná stavba,vorgefertigtes Gebäude,budynek prefabrykowany
prison,prison,prisión,věznice,Gefängnis,więzienie
pump house,station de pompage,casa de bombas,čerpací stanice,Pumpenhaus,pompownia
pyramid,pyramide,pirámide,pyramida,Pyramide,piramida
quonset hut,cabane quonset,cabaña quonset,quonset hut,Quonset-Hütte,quonset hut
railway station,gare ferroviaire,estación de ferrocarril,železniční stanice,bahnhof,stacja kolejowa
ranch,ranch,rancho,ranč,Ranch,ranczo
rectory,presbytère,rectorado,fara,Pfarrhaus,plebania
refinery,raffinerie,refinería,rafinerie,Raffinerie,rafineria
residence,résidence,residencia,rezidence,Wohnsitz,rezydencja
restaurant,restaurant,restaurante,restaurace,Restaurant,restauracja
roller rink,patinoire,pista de patinaje,kluziště na kolečkových bruslích,Rollschuhbahn,lodowisko
roundhouse,rotonde,casa redonda,kruhová hala,Ringlokschuppen,budynek okrągły
rowhouse,maison en rangée,casa adosada,řadové domy,Reihenhaus,szeregowiec
school,école,escuela,škola,Schule,szkoła
shack,cabane,chabola,chatrč,Hütte,szałas
shed,hangar,cobertizo,přístřešek,Schuppen,szopa
shelter,abri,refugio,přístřešek,Unterkunft,schronienie
shopping center,centre commercial,centro comercial,nákupní centrum,Einkaufszentrum,centrum handlowe
shopping mall,centre commercial,centro comercial,nákupní centrum,Einkaufspassage,centrum handlowe
shrine,sanctuaire,santuario,svatyně,Schrein,sanktuarium
silo,silo,silo,silo,Silo,silos
skating rink,patinoire,pista de patinaje,kluziště,Eissporthalle,lodowisko
skyscraper,gratte-ciel,rascacielos,mrakodrap,Wolkenkratzer,wieżowiec
skyway,passerelle,skyway,skyway,Skyway,skyway
smokestack,cheminée,chimenea,komín,Schornstein,komin
spire,flèche,aguja,spire,Turm,iglica
split-level house,maison à deux niveaux,casa en dos niveles,dvoupodlažní dům,Split-Level-Haus,dom dwupoziomowy
stable,stables,establo,stáj,Stallungen,stabilny
stadium,stade,estadio,stadion,Stadion,stadion
state house,maison de l'état,casa del estado,státní dům,Staatshaus,dom państwowy
station,gare,estación,stanice,Bahnhof,stacja
steeple,clocher,campanario,věž,Kirchturm,wieża
store,magasin,tienda,obchod,speichern,sklep
storehouse,entrepôt,almacén,skladiště,Lagerhaus,magazyn
strip mall,centre commercial,franja comercial,obchodní centrum,Einkaufsmeile,centrum handlowe
structure,structure,estructura,struktura,Struktur,struktura
studio,studio,estudio,studio,Atelier,studio
supermarket,supermarché,supermercado,supermarket,Supermarkt,supermarket
symphony,symphonie,sinfonía,symfonie,Sinfonie,symfonia
synagogue,synagogue,sinagoga,synagoga,Synagoge,synagoga
temple,temple,templo,chrám,Tempel,świątynia
tenement,immeuble,vivienda,nájemní domy,Mietshaus,kamienica
tent,tente,tienda,stan,Zelt,namiot
terminal,terminal,terminal,terminál,Terminal,terminal
theater,théâtre,teatro,divadlo,Theater,teatr
tipi,tipi,tipi,týpí,Tipi,tipi
toll house,maison de péage,peaje,mýtnice,Mautstelle,punkt poboru opłat
tomb,tombeau,tumba,hrobka,Grabmal,grobowiec
tower,tour,torre,věž,Turm,wieża
townhouse,maison de ville,casa adosada,městský dům,Stadthaus,kamienica
treehouse,cabane,casa del árbol,domek na stromě,Baumhaus,domek na drzewie
triplex,triplex,tríplex,triplex,Triplex,tripleks
Tudor house,Maison Tudor,Casa Tudor,Tudorovský dům,Tudor-Haus,Dom w stylu Tudorów
university,université,universidad,univerzita,Universität,uniwersytet
vault,voûte,bóveda,trezor,Gewölbe,skarbiec
vicarage,presbytère,vicaría,fara,Pfarrhaus,plebania
villa,villa,chalet,vila,Villa,willa
warehouse,entrepôt,almacén,sklad,Lagerhaus,magazyn
watermill,moulin à eau,molino de agua,vodní mlýn,Wassermühle,młyn wodny
workshop,atelier,taller,dílna,Werkstatt,warsztat
yurt,yourte,yurta,jurta,Jurte,jurta
