word,FR,ES,CS,DE,PL
cavy,caillebotis,conejo,cavy,Meerschweinchen,cavy
centipede,mille-pattes,ciempiés,stonožka,Tausendfüßler,stonoga
cephalpod,céphalopode,cefalópodo,hlavonožci,Kopffüßer,głowonóg
chameleon,caméléon,camaleón,chameleon,Chamäleon,kameleon
cheetah,guépard,guepardo,gepard,Gepard,gepard
chickadee,mésange,carbonero,kuřátka,Vogelscheuche,sikorka
chicken,poulets,pollo,kuřata,Huhn,kurczak
chihuahua,chihuahua,chihuahua,čivava,Chihuahua,chihuahua
chimipanzee,chimpanzé,chimipanzee,šimpanzi,Zwergschimpanse,chimipanzee
chinchilla,chinchilla,chinchilla,činčily,Chinchilla,szynszyla
chipmunk,tamia,ardilla listada,veverka,Streifenhörnchen,wiewiórka
chiton,chiton,quitón,chiton,Chiton,chiton
chrysalis,chrysalide,crisálida,kukla,Puppe,poczwarka
cicada,cigale,cigarra,cikády,Zikade,cykada
clam,palourde,almeja,škeble,Muschel,małż
clownfish,poisson clown,pez payaso,klauni,Clownfisch,błazenek
coati,coati,coatí,coati,Nasenbären,coati
cobra,cobra,cobra,kobra,Kobra,kobra
cockatoo,cacatoès,cacatúa,kakadu,Kakadu,kakadu
cockroach,cafard,cucaracha,šváb,Kakerlake,karaluch
cod,morue,bacalao,treska obecná,Kabeljau,dorsz
coelacanth,cœlacanthe,celacanto,coelacanth,Quastenflosser,koelakant
collared lizard,lézard à collier,lagarto de collar,ještěrka obojková,Kragenechse,jaszczurka zwinka
collared peccary,pécari à collier,pecarí de collar,pekari obojkový,Halsbandpekari,pekari z kołnierzem
collie,colley,collie,kolie,Collie,collie
colugo,colugo,colugo,colugo,colugo,colugo
common rhea,nandou commun,ñandú común,rehea obecná,Nilheu,reja zwyczajna
companion dog,chien de compagnie,perro de compañía,pes společník,Begleithund,pies do towarzystwa
conch,conque,concha,conch,Muschel,koncha
cookiecutter shark,le requin hippocampe,tiburón cocinero,žralok kuchařský,Zigarrenkutter-Hai,rekin cookiecutter
copepod,copépode,copépodos,kopinatci,Copepoden,widłonóg
copperhead snake,serpent à tête de cuivre,serpiente cabeza de cobre,užovka měděná,Kupferkopfschlange,wąż miedziogłowy
coral,corail,coral,korály,Korallen,koral
coral snake,serpent corail,serpiente coral,korálový had,Korallenschlange,wąż koralowy
corn snake,serpent de maïs,serpiente de maíz,kukuřičný had,Kornnatter,wąż kukurydziany
cottonmouth,bouche de coton,boca de algodón,vakovlk,Wildkatze,wataha
cougar,couguar,puma,puma,Puma,puma
cow,vache,vaca,kráva,Kuh,krowa
coyote,coyote,coyote,kojot,Kojote,kojot
coypu,ragondins,coipo,coypu,coypu,nutria
crab,crabe,cangrejo,krab,Krabbe,krab
crane,grue,grulla,jeřáb,Kran,żuraw
crayfish,écrevisses,cangrejos de río,raci,Flusskrebse,raki
cricket,grillon,grillo,cvrček,Grille,świerszcz
crocodile,crocodile,cocodrilo,krokodýl,Krokodil,krokodyl
crow,corbeau,cuervo,vrána,Krähe,wrona
crustacean,crustacé,crustáceos,korýši,Krustentiere,skorupiak
Cryptoclidus,Cryptoclidus,Cryptoclidus,Cryptoclidus,Cryptoclidus,Cryptoclidus
cuttlefish,seiche,sepia,sépie,Tintenfisch,mątwa
cutworm,ver gris,gusano cortador,hlístice,Cutworm,mątwiki
Dachshund,Teckel,Teckel,Jezevčík,Dackel,Jamnik
dall sheep,mouton dall,oveja de dall,ovce dall,Dickhornschaf,owca dall
Dall's porpoise,Marsouin de Dall,Marsopa de Dall,Sviňucha dallova,Dall-Hafenschweinswal,Morświn Dall's
Dalmatian,dalmatien,Dálmata,Dalmatin,Dalmatiner,Dalmatyńczyk
damselfly,demoiselle,caballito del diablo,damani,Kleinlibelle,samica
dark-eyed junco,junco aux yeux sombres,junco de ojos oscuros,junák tmavý,Wacholderdrossel,junak ciemnooki
darkling beetle,scarabée noir,escarabajo oscuro,brouk tmář,Schwarzkäfer,ciemny chrząszcz
deer,cerf,ciervos,jeleni,Hirsche,jeleń
Deinonychus,Deinonychus,Deinonychus,Deinonychus,Deinonychus,Deinonychus
desert tortoise,tortue du désert,tortuga del desierto,pouštní želva,Wüstenschildkröte,żółw pustynny
Desmatosuchus,Desmatosuchus,Desmatosuchus,Desmatosuchus,Desmatosuchus,Desmatosuchus
dhole,dhole,dhole,dhole,Dhole,nora
diatom,diatomée,diatomeas,diatomie,Kieselalge,okrzemka
Dilophosaurus,Dilophosaure,Dilophosaurus,Dilophosaurus,Dilophosaurus,Dilofozaur
Dimetrodon,Dimétrodon,Dimetrodon,Dimetrodon,Dimetrodon,Dimetrodon
dingo,dingo,dingo,dingo,Dingo,dingo
Dinichthys,Dinichthys,Dinichthys,Dinichthys,Dinichthys,Dinichthys
Dinornis,Dinornis,Dinornis,Dinornis,Dinornis,Dinornis
dinosaur,dinosaures,dinosaurio,dinosauři,Dinosaurier,dinozaur
Diplodocus,Diplodocus,Diplodocus,Diplodocus,Diplodocus,Diplodok
Doberman pinscher,Doberman pinscher,Doberman pinscher,Dobrman pinč,Dobermannpinscher,Pinczer doberman
dodo,dodo,dodo,dodo,Dodo,dodo
Doedicurus,Doedicurus,Doedicurus,Doedicurus,Doedicurus,Doedicurus
dog,chien,perro,pes,Hund,pies
dogfish,roussette,pintarroja,psík,Hundshai,dogfish
dolphin,dauphin,delfín,delfín,Delphin,delfin
"dolphin, bottlenose","dauphin, grand dauphin",delfín mular,delfín skákavý,"Delphin, Großer Tümmler","delfin, delfin butlonosy"
"dolphin, spotted",dauphin tacheté,delfín moteado,delfín skvrnitý,"Delfin, Fleckendelfin","delfin, cętkowany"
donkey,âne,burro,osel,Esel,osioł
dory,doris,dory,dory,dory,kość
dove,colombe,paloma,holubice,Taube,gołąb
downy woodpecker,pic épeiche,pájaro carpintero,datel černý,Daunenbuntspecht,dzięcioł puchaty
dragonfly,libellule,libélula,vážka,Libelle,ważka
dromedary,dromadaire,dromedario,dromedár,Dromedar,dromader
duck,canard,pato,kachna,Ente,kaczka
duck-billed platypus,ornithorynque à bec de canard,ornitorrinco,kachnozobý platypus,Schnabeltier,dzioborożec kaczodzioby
dugong,dugong,dugongo,dugong,Dugong,diugonia
dung beetle,bousier,escarabajo pelotero,hovnivál,Mistkäfer,żuk gnojowy
Dunkleosteus,Dunkleosteus,Dunkleosteus,Dunkleosteus,Dunkleosteus,Dunkleosteus
eagle,aigle,águila,orel,Adler,orzeł
earthworm,ver de terre,lombriz de tierra,žížaly,Regenwurm,dżdżownica
earwig,perce-oreille,tijereta,hraboš ušatý,Ohrwurm,skorupa
eastern bluebird,merle bleu de l'Est,pájaro azul oriental,východní modrý pták,Blausternchen,niebieski ptak wschodni
eastern quoll,pigeon de l'Est,quoll oriental,kvakoš východní,Ostkölbchen,przepiórka wschodnia
echidna,échidné,equidna,echidna,Ameisenigel,echidna
echinoderms,échinodermes,equinodermos,ostnokožci,Stachelhäuter,szkarłupnie
Edenta,Edenta,Edenta,Edenta,Edenta,Edenta
Edmontonia,Edmontonia,Edmontonia,Edmontonia,Edmontonia,Edmontonia
Edmontosaurus,Edmontosaurus,Edmontosaurus,Edmontosaurus,Edmontosaurus,Edmontozaur
eel,anguille,anguila,úhoř,Aal,węgorz
egg,œuf,huevo,vejce,Ei,jajko
egret,aigrette,garceta,volavka,Reiher,czapla
ekaltadelta,ekaltadelta,ekaltadelta,ekaltadelta,ekaltadelta,ekaltadela
eland,eland,eland,eland,Eland,eland
Elasmosaurus,Elasmosaure,Elasmosaurus,Elasmosaurus,Elasmosaurus,Elasmozaur
Elasmotherium,Elasmotherium,Elasmotherium,Elasmotherium,Elasmotherium,Elasmotherium
electric eel,anguille électrique,anguila eléctrica,elektrický úhoř,Zitteraal,węgorz elektryczny
elephant,éléphant,elefante,slon,Elefant,słoń
elephant seal,éléphant de mer,elefante marino,tuleň sloní,Seeelefant,foka słoniowa
elk,élan,alce,los,Elch,łoś
emerald tree boa,boa de l'arbre d'émeraude,boa esmeralda,hroznýš smaragdový,Smaragdbaumboa,boa szmaragdowy
emperor angelfish,poisson-ange empereur,pez ángel emperador,angel císařský,Imperator-Kaiserfisch,żabnica cesarska
emperor penguin,manchot empereur,pingüino emperador,tučňák císařský,Kaiserpinguin,pingwin cesarski
emu,émeu,emú,emu,Emu,emu
endangered species,espèces menacées,especies amenazadas,ohrožené druhy,bedrohte Arten,zagrożone gatunki
Eohippus,Eohippus,Eohippus,Eohippus,Eohippus,Eohippus
Eoraptor,Eoraptor,Eoraptor,Eoraptor,Eoraptor,Eoraptor
ermine,hermine,armiño,ermine,Hermelin,gronostaj
Estemmenosuchus,Estemmenosuchus,Estemmenosuchus,Estemmenosuchus,Estemmenosuchus,Estemmenosuchus
extinct animals,animaux disparus,animales extintos,vyhynulá zvířata,ausgestorbene Tiere,wymarłe zwierzęta
Fabrosaurus,Fabrosaurus,Fabrosaurus,Fabrosaurus,Fabrosaurus,Fabrozaur
falcon,faucon,halcón,sokol,Falke,sokół
farm animals,animaux de ferme,animales de granja,hospodářská zvířata,Nutztiere,zwierzęta hodowlane
fennec fox,renard fennec,zorro fennec,liška obecná,Fennek-Fuchs,lis fenek
ferret,furet,hurón,fretka,Frettchen,fretka
fiddler crab,crabe violoniste,cangrejo violinista,krab skřivan,Winkerkrabbe,krab skrzypek
fin whale,rorqual commun,rorcual común,plejtvák obrovský,Finnwal,płetwal
finch,pinson,pinzón,pěnkava,Fink,zięba
fireant,pompier,bombero,fireant,fireant,fireant
firefly,luciole,luciérnaga,světlušky,Glühwürmchen,świetlik
fish,poissons,peces,ryby,Fisch,ryby
flamingo,flamant rose,flamenco,plameňák,Flamingo,flaming
flatworm,ver plat,gusano plano,ploštice,Plattwurm,płazińce
flea,puce,pulgas,blechy,Floh,pchła
flightless birds,oiseaux incapables de voler,aves no voladoras,nelétaví ptáci,flugunfähige Vögel,ptaki nielotne
flounder,flet,platija,platýs,Flunder,flądra
fly,voler,mosca,moucha,Fliege,mucha
flying fish,poisson volant,peces voladores,létající ryby,fliegende Fische,latająca ryba
flying squirrel,écureuil volant,ardilla voladora,létající veverka,Flughörnchen,latająca wiewiórka
forest antelope,antilope des forêts,antílope del bosque,lesní antilopy,Waldantilope,antylopa leśna
forest giraffe,girafe de forêt,jirafa del bosque,lesní žirafa,Waldgiraffe,żyrafa leśna
fossa,fossa,fosa,fossa,Fossa,fossa
fowl,volailles,aves,drůbež,Federvieh,ptactwo
fox,renard,zorro,liška,Füchse,lis
frilled lizard,lézard à collerette,lagarto de hojarasca,ještěrka řasnatá,Kragenechse,jaszczurka falista
frog,grenouille,rana,žába,Frosch,żaba
fruit bat,chauve-souris frugivore,murciélago frugívoro,netopýr ovocný,Fledermaus,nietoperz owocowy
fruit fly,mouche des fruits,mosca de la fruta,ovocná muška,Fruchtfliege,muszka owocowa
fugu,fugu,fugu,fugu,Fugu,fugu
galagos,galagos,galagos,galagos,Galagos,galagos
Galapagos shark,Requin des Galápagos,Tiburón de las Galápagos,Žralok galapážský,Galapagos-Hai,Rekin z Galapagos
gar,gar,gar,gar,gar,gar
gastropod,gastéropode,gasterópodo,plži,Schnecken,ślimak
gavial,gavial,gavial,gavial,gavial,gawial
gazelle,gazelle,gacela,gazela,Gazelle,gazela
gecko,gecko,gecko,gekon,Gecko,gekon
gerbil,gerbille,jerbo,pískomil,Rennmaus,myszoskoczek
German shepherd,Berger allemand,pastor alemán,Německý ovčák,Deutscher Schäferhund,Owczarek niemiecki
giant squid,calmar géant,calamar gigante,obří chobotnice,Riesenkrake,kałamarnica olbrzymia
gibbon,gibbon,gibón,gibon,Gibbon,gibon
gila monster,monstre de Gila,monstruo de gila,gila monstrum,Gila-Monster,potwór gila
giraffe,girafe,jirafa,žirafa,Giraffe,żyrafa
Glyptodon,Glyptodon,Glyptodon,Glyptodon,Glyptodon,Glyptodon
gnat,moucheron,mosquito,komár,Mücke,gnat
gnu,gnou,gnu,gnu,Gnu,gnu
goat,chèvre,cabra,koza,Ziege,koza
golden eagle,aigle royal,águila real,orel skalní,Steinadler,orzeł przedni
golden lion tamarin,lion doré tamarin,tamarino león dorado,tamarín zlatý,Goldener Löwentamarin,złoty lew tamaryna
golden retriever,golden retriever,golden retriever,zlatý retrívr,Golden Retriever,golden retriever
goldfinch,chardonneret,jilguero,zlatohlávek,Stieglitz,szczygieł
goldfish,poisson rouge,carpas doradas,zlaté rybky,Goldfisch,złota rybka
goose,oie,ganso,husa,Gans,gęś
gopher,spermophile,topo,sysla,Gopher,świstak
gorilla,gorille,gorila,gorila,Gorilla,goryl
grasshopper,sauterelle,saltamontes,luční kobylka,Heuschrecke,konik polny
gray whale,baleine grise,ballena gris,velryba šedá,Grauwal,wieloryb szary
great apes,grands singes,grandes simios,lidoopi,Menschenaffen,małpy człekokształtne
great Dane,grand danois,gran danés,německá doga,Deutsche Dogge,dog niemiecki
great egret,grande aigrette,garceta grande,volavka velká,Silberreiher,czapla biała
great horned owl,grand-duc d'Europe,búho cornudo,sova velká,Waldohreule,wielka sowa rogata
great white shark,grand requin blanc,gran tiburón blanco,velký bílý žralok,Weißer Hai,żarłacz biały
green darner dragonfly,libellule verte,libélula verde,vážka zelená,Grüne Keiljungfer,ważka darner zielona
green iguana,iguane vert,iguana verde,leguán zelený,Grüner Leguan,legwan zielony
Greenland shark,Requin du Groenland,Tiburón de Groenlandia,Žralok grónský,Grönlandhai,Rekin grenlandzki
greyhound,lévrier,galgo,chrti,Windhund,chart
grizzly bear,ours grizzly,oso pardo,medvěd grizzly,Grizzlybär,niedźwiedź grizzly
groundhog,marmotte,marmota,svišť,Murmeltier,świstak
grouper,mérou,mero,grouper,Zackenbarsch,grouper
grouse,tétras,urogallo,tetřev,Raufußhühner,głuszec
grub,larve,larvas,grub,Futtermittel,żarcie
guinea pig,cochon d'Inde,cobaya,morče,Meerschweinchen,świnka morska
gull,mouette,gaviota,racek,Möwe,mewa
gulper eel,anguille de mer,anguila hocicuda,úhoř říční,Schmerlenaal,węgorz gulper
hammerhead shark,requin marteau,tiburón martillo,žralok kladivoun,Hammerkopfhai,rekin młot
hamster,hamster,hámster,křeček,Hamster,chomik
hare,lièvre,liebre,zajíc,Hase,zając
harlequin bug,punaise arlequin,insecto arlequín,brouk harlekýn,Harlekinwanze,arlekin
harp seal,phoque du Groenland,foca arpa,tuleň grónský,Sattelrobbe,foka harfa
harpy eagle,aigle harpie,águila harpía,orel harpyjovitý,Harpyienadler,orzeł harpia
hatchetfish,hachette,pez hacha,sekera,Beilbauchfische,siekiernik
Hawaiian goose,Oie hawaïenne,Ganso hawaiano,Havajská husa,Hawaii-Gans,Gęś hawajska
hawk,faucon,halcón,jestřáb,Falke,jastrząb
hedgehog,hérisson,erizo,ježek,Igel,jeż
hen,poule,gallina,slepice,Huhn,kura
hermit crab,bernard-l'hermite,cangrejo ermitaño,krab poustevník,Einsiedlerkrebs,krab pustelnik
heron,héron,garza,volavka,Reiher,czapla
herring,hareng,arenque,sleď,Hering,śledź
hippo,hippopotame,hipopótamo,hroch,Nilpferd,hipopotam
hippopotamus,hippopotame,hipopótamo,hroch,Nilpferd,hipopotam
honey bee,abeille à miel,abeja melífera,včela medonosná,Honigbiene,pszczoła miodna
hornet,frelon,avispón,sršeň,Hornisse,szerszeń
horse,cheval,caballo,kůň,Pferd,koń
horseshoe crab,limule,cangrejo herradura,krab podkovovitý,Pfeilschwanzkrebs,krab podkowiasty
hound,chien,sabueso,ohaři,Jagdhund,pies
house fly,mouche domestique,mosca doméstica,moucha domácí,Stubenfliege,mucha domowa
howler monkey,singe hurleur,mono aullador,opice howler,Brüllaffe,wyjec
human being,l'être humain,ser humano,člověk,menschliches Wesen,człowiek
hummingbird,colibri,colibrí,kolibřík,Kolibri,koliber
humpback whale,baleine à bosse,ballena jorobada,keporkak,Buckelwal,humbak
husky,husky,husky,husky,Husky,husky
hyena,hyène,hiena,hyena,Hyäne,hiena
Hyracotherium,Hyracotherium,Hyracotherium,Hyracotherium,Hyracotherium,Hyracotherium
hyrax,hyrax,hyrax,hyrax,Hyrax,hiraks
ibis,ibis,ibis,ibis,Ibis,ibis
Ichthyornis,Ichthyornis,Ichthyornis,Ichthyornis,Ichthyornis,Ichthyornis
Ichthyosaurus,Ichthyosaure,Ictiosaurio,Ichtyosaurus,Ichthyosaurus,Ichtiozaur
iguana,iguane,iguana,leguán,Leguan,legwan
Iguanodon,Iguanodon,Iguanodon,Iguanodon,Iguanodon,Iguanodon
imago,imago,imago,imago,imago,imago
impala,impala,impala,impala,Impala,impala
Indian elephant,Éléphant indien,Elefante indio,Slon indický,Indischer Elefant,Słoń indyjski
insect,insecte,insectos,hmyz,Insekt,owad
insectivores,insectivores,insectívoros,hmyzožravci,Insektenfresser,owadożerne
invertebrates,invertébrés,invertebrados,bezobratlí,wirbellose Tiere,bezkręgowce
Irish setter,Setter irlandais,Setter irlandés,Irský setr,Irish Setter,Seter irlandzki
isopod,isopode,isópodos,isopod,Asseln,izopoda
jack rabbit,lapin en peluche,conejo,králík jack,Zwergkaninchen,królik
Jack Russell terrier,Terrier Jack Russell,Jack Russell terrier,Jack Russell teriér,Jack Russell Terrier,Jack Russell terrier
jaguar,jaguar,jaguar,jaguár,Jaguar,jaguar
Janenschia,Janenschia,Janenschia,Janenschia,Janenschia,Janenschia
Japanese crane,Grue du Japon,Grulla japonesa,Japonský jeřáb,Japanischer Kranich,Żuraw japoński
javelina,javelina,javelina,javelina,Javelina,oszczep
jay,geai,jay,sojka,Eichelhäher,sójka
jellyfish,méduses,medusas,medúzy,Quallen,meduza
jerboa,gerboise,jerboa,jerboa,jerboa,jerboa
joey,joey,joey,joey,Joey,joey
John Dory,John Dory,John Dory,John Dory,Petersfisch,John Dory
jumping bean moth,papillon de nuit,polilla saltarina,skákající můra fazolová,Springende Bohnenmotte,skacząca ćma fasolowa
junco,junco,junco,junco,Wachtel,junco
junebug,junebug,junebug,junebug,Junikäfer,junebug
