word,FR,ES,CS,DE,PL
heel,talon,talón,pata,Ferse,pięta
hip,hanche,cadera,kyčelní kloub,Hüfte,biodro
humerus,humérus,húmero,pažní kost,Oberarmknochen,kość ramienna
immune system,système immunitaire,sistema inmunitario,imunitní systém,Immunsystem,układ odpornościowy
index finger,index,dedo índice,ukazováček,Zeigefinger,palec wskazujący
instep,cou-de-pied,empeine,nárt,Rist,podbicie
intestines,intestins,intestinos,střeva,Därme,jelita
iris,iris,iris,duhovka,Blende,tęczówka
jaw,mâchoire,mandíbula,čelist,Kiefer,szczęka
kidney,rein,riñón,ledviny,Niere,nerka
knee,genou,rodilla,koleno,Knie,kolano
larynx,larynx,laringe,hrtan,Kehlkopf,krtań
leg,jambe,pierna,noha,Bein,noga
ligament,ligament,ligamento,vaz,Bänder,więzadło
lip,lèvre,labio,rty,Lippe,warga
liver,foie,hígado,játra,Leber,wątroba
lobe,lobe,lóbulo,lalok,Lappen,płat
lumbar vertebrae,vertèbres lombaires,vértebras lumbares,bederní obratle,Lendenwirbel,kręgi lędźwiowe
lungs,poumons,pulmones,plíce,Lunge,płuca
lymph node,ganglion lymphatique,ganglio linfático,lymfatické uzliny,Lymphknoten,węzeł chłonny
mandible,mandibule,mandíbula,dolní čelist,Unterkiefer,żuchwa
metacarpal,métacarpien,metacarpiano,metakarpální kosti,Mittelhandknochen,śródręcze
metatarsal,métatarse,metatarso,metatarzální kosti,Mittelfußknochen,śródstopie
molar,molaire,molar,stolička,Molaren,trzonowiec
mouth,bouche,boca,ústa,Mund,usta
muscle,muscle,músculo,svaly,Muskel,mięsień
nail,ongle,uñas,nehty,Nagel,paznokieć
navel,nombril,ombligo,pupek,Nabel,pępek
neck,col,cuello,krk,Hals,szyja
nerves,nerfs,nervios,nervy,Nerven,nerwy
nipple,mamelon,pezón,bradavky,Brustwarze,sutek
nose,nez,nariz,nos,Nase,nos
nostril,narine,fosa nasal,nosní dírky,Nasenloch,nozdrze
organs,organes,órganos,orgány,Organe,organy
ovary,ovaire,ovario,vaječník,Eierstock,jajnik
palm,paume,palma,dlaň,Handfläche,dłoń
pancreas,pancréas,páncreas,slinivka břišní,Bauchspeicheldrüse,trzustka
patella,rotule,rótula,patella,Kniescheibe,rzepka
pelvis,bassin,pelvis,pánev,Becken,miednica
phalanges,phalanges,falanges,falangy,Phalangen,paliczki
pharynx,pharynx,faringe,hltan,Pharynx,gardło
pinky,petit doigt,meñique,pinky,pinky,różowy
pituitary,hypophyse,hipófisis,hypofýza,Hypophyse,przysadka
pore,pore,poro,póry,Pore,por
pupil,élève,alumno,žák,Schülerin,uczeń
radius,rayon,radio,poloměr,Radius,promień
rectum,rectum,recto,rektum,Rektum,odbyt
red blood cells,globules rouges,glóbulos rojos,červené krvinky,rote Blutkörperchen,czerwone krwinki
respiratory system,système respiratoire,sistema respiratorio,dýchací systém,Atmungssystem,układ oddechowy
ribs,côtes,costillas,žebra,Rippen,żebra
sacrum,sacrum,sacro,křížová kost,Kreuzbein,kość krzyżowa
scalp,cuir chevelu,cuero cabelludo,pokožka hlavy,Kopfhaut,skóra głowy
scapula,omoplate,escápula,lopatka,Schulterblatt,łopatka
senses,les sens,sentidos,smysly,Sinne,zmysły
shin,tibia,espinilla,holeně,Schienbein,goleń
shoulder,épaule,hombro,rameno,Schulter,ramię
shoulder blade,omoplate,omóplato,lopatka,Schulterblatt,łopatka
skeleton,squelette,esqueleto,kostra,Skelett,szkielet
skin,la peau,piel,kůže,Haut,skóra
skull,crâne,cráneo,lebka,Schädel,czaszka
sole,semelle,suela,podrážka,Sohle,podeszwa
spinal column,colonne vertébrale,columna vertebral,páteř,Wirbelsäule,kręgosłup
spinal cord,moelle épinière,médula espinal,mícha,Rückenmark,rdzeń kręgowy
spine,colonne vertébrale,columna vertebral,páteř,Wirbelsäule,kręgosłup
spleen,rate,bazo,slezina,Milz,śledziona
sternum,sternum,esternón,hrudní kost,Brustbein,mostek
stomach,estomac,estómago,žaludek,Magen,żołądek
tarsal,tarse,tarso,tarsal,Fußwurzel,stęp
teeth,dents,dientes,zuby,Zähne,zęby
tendon,tendon,tendón,šlachy,Sehne,ścięgno
testes,testicules,testículos,varlata,Hoden,jądra
thigh,cuisse,muslo,stehno,Oberschenkel,udo
thorax,thorax,tórax,hrudník,Thorax,tułów
throat,gorge,garganta,hrdlo,Kehle,gardło
thumb,le pouce,pulgar,palec,Daumen,kciuk
thyroid,thyroïde,tiroides,štítná žláza,Schilddrüse,tarczyca
tibia,tibia,tibia,holenní kost,Schienbein,piszczel
tissue,tissu,tejido,tkáň,Gewebe,tkanka
toe,orteil,dedo del pie,prst na noze,Zehen,palec
toenail,ongle de pied,uña del pie,nehty na nohou,Zehennagel,paznokieć
tongue,langue,lengua,jazyk,Zunge,język
tonsils,amygdales,amígdalas,mandle,Mandeln,migdałki
tooth,dent,diente,zub,Zahn,ząb
torso,torse,torso,trup,Rumpf,tułów
trachea,trachée,tráquea,průdušnice,Luftröhre,tchawica
ulna,cubitus,cúbito,loketní kost,Elle,kość łokciowa
ureter,uretère,uréter,močovod,Harnleiter,moczowód
urethra,urètre,uretra,močová trubice,Harnröhre,cewka moczowa
urinary system,système urinaire,sistema urinario,močový systém,Harnsystem,układ moczowy
uterus,utérus,útero,děloha,Gebärmutter,macica
uvula,luette,úvula,uvula,Zäpfchen,języczek
vein,veine,vena,žíly,Vene,żyła
vertebra,vertèbre,vértebra,obratle,Wirbel,kręg
waist,taille,cintura,pas,Taille,talia
white blood cells,globules blancs,glóbulos blancos,bílé krvinky,weiße Blutkörperchen,białe krwinki
wrist,poignet,muñeca,zápěstí,Handgelenk,nadgarstek
