word,FR,ES,CS,DE,PL
lab coat,blouse de laboratoire,bata de laboratorio,laboratorní plášť,Laborkittel,fartuch laboratoryjny
lapel,revers,solapa,klopa,Revers,klapa
leather jacket,veste en cuir,chaqueta de cuero,kožená bunda,Lederjacke,kurtka skórzana
leg warmers,jambières,calentadores,návleky na nohy,Beinwärmer,ocieplacze na nogi
leggings,jambières,polainas,legíny,Leggings,legginsy
leotard,justaucorps,leotardo,trikot,Trikot,trykot
life jacket,gilet de sauvetage,chaleco salvavidas,záchranná vesta,Schwimmweste,kamizelka ratunkowa
lingerie,lingerie,lencería,spodní prádlo,Unterwäsche,bielizna
loafers,mocassins,mocasines,mokasíny,Faulenzer,mokasyny
loincloth,pagne,taparrabos,bederní rouška,Lendenschurz,przepaska biodrowa
long johns,caleçons longs,calzoncillos largos,dlouhé džínsy,lange Unterhosen,długie legginsy
long underwear,sous-vêtements longs,ropa interior larga,dlouhé spodní prádlo,lange Unterwäsche,długa bielizna
miniskirt,minijupe,minifalda,minisukně,Minirock,minispódniczka
mittens,moufles,manoplas,palčáky,Fäustlinge,rękawiczki
moccasins,mocassins,mocasines,mokasíny,Mokassins,mokasyny
muffler,cache-nez,silenciador,tlumič výfuku,Schalldämpfer,tłumik
muumuu,muumuu,muumuu,muumuu,muumuu,muumuu
neckerchief,foulard,pañuelo,šátek na krk,Halstuch,apaszka
necklace,collier,collar,náhrdelník,Halskette,naszyjnik
nightgown,chemise de nuit,camisón,noční košile,Nachthemd,koszula nocna
nightshirt,chemise de nuit,camisón,noční košile,Nachthemd,koszula nocna
onesies,grenouillères,bodies,dupačky,Strampler,śpioszki
outerwear,vêtements d'extérieur,ropa exterior,svrchní oblečení,Oberbekleidung,odzież wierzchnia
outfit,tenue,atuendo,oblečení,Outfit,strój
overalls,salopettes,monos,kombinézy,Latzhose,kombinezony
overcoat,manteau,abrigo,kabát,Mantel,płaszcz
overshirt,surchemise,sobrecamisa,overshirt,Überhemd,bluza
pajamas,pyjamas,pijamas,pyžama,Pyjamas,piżama
panama hat,chapeau panama,sombrero panamá,panamský klobouk,Panamahut,kapelusz panama
pants,pantalons,pantalones,kalhoty,Hosen,spodnie
pantsuit,tailleur pantalon,traje pantalón,kalhotový kostým,Hosenanzug,kombinezon
pantyhose,collants,medias,punčocháče,Strumpfhosen,rajstopy
parka,parka,parka,parka,Parka,parka
pea coat,caban,chaquetón,hrachový kabát,Erbsenmantel,płaszcz w grochy
peplum,péplum,peplum,peplum,Schößchen,peplum
petticoat,jupon,enaguas,spodnička,Petticoat,halka
pinafore,chasuble,pichi,pinafore,Latzhose,pinafore
pleat,plisser,plisado,záhyby,falten,plisa
pocket,poche,bolsillo,kapsa,Tasche,kieszeń
pocketbook,carnet de poche,cartera,kapesní knížka,Taschenbuch,kieszonkowy
polo shirt,polo,polo,polokošile,Poloshirt,koszulka polo
poncho,poncho,poncho,pončo,Poncho,poncho
poodle skirt,jupe pour caniche,falda caniche,sukně z pudla,Pudelrock,spódnica pudel
pork pie hat,chapeau de porc,sombrero de cerdo,klobouk s vepřovým koláčem,Schweinskopfmütze,czapka wieprzowa
pullover,pull-over,jersey,svetr,Pullover,sweter
pumps,escarpins,bombas,čerpadla,Pumpen,pompki
purse,sac à main,bolso,kabelka,Geldbörse,torebka
raincoat,imperméable,impermeable,pláštěnka,Regenmantel,płaszcz przeciwdeszczowy
ring,bague,anillo,kroužek,Ring,pierścionek
robe,robe de chambre,albornoz,župan,Gewand,szlafrok
rugby shirt,chemise de rugby,camiseta de rugby,ragbyové tričko,Rugbyhemd,koszulka rugby
sandals,sandales,sandalias,sandály,Sandalen,sandały
sari,sari,sari,sárí,Sari,sari
sarong,sarong,pareo,sarong,Sarong,sarong
scarf,écharpe,bufanda,šátek,Halstuch,szalik
school uniform,uniforme scolaire,uniforme escolar,školní uniforma,Schuluniform,mundurek szkolny
scrubs,blouses,uniformes,křoví,OP-Kleidung,peelingi
shawl,châle,chal,šátek,Umschlagtuch,szal
sheath dress,robe fourreau,vestido tubo,pouzdrové šaty,Etuikleid,sukienka płaszczowa
shift,changement de poste,turno,posun,Schicht,zmiana
shirt,chemise,camisa,košile,Hemd,koszula
shoe,chaussures,calzado,boty,Schuhe,but
shorts,shorts,pantalones cortos,šortky,Shorts,spodenki
shoulder pads,épaulettes,hombreras,ramenní vycpávky,Schulterpolster,naramienniki
shrug,haussement d'épaules,encogerse de hombros,pokrčení ramen,Achselzucken,wzruszenie ramionami
singlet,maillot de bain,camiseta,singlet,Unterhemd,singlet
skirt,jupe,falda,sukně,Rock,spódnica
slacks,pantalons,pantalones,kalhoty,Hosen,spodnie
slip,slip,resbalón,skluzavka,Slip,poślizg
slippers,pantoufles,zapatillas,pantofle,Hausschuhe,kapcie
smock,blouse,bata,smoking,Kittel,smock
snaps,boutons-pression,broches,patentky,Druckknöpfe,zatrzaski
sneakers,chaussures de sport,zapatillas,tenisky,Turnschuhe,trampki
sock,chaussette,calcetín,ponožky,Socke,skarpeta
sombrero,sombrero,sombrero,sombrero,Sombrero,sombrero
spacesuit,combinaison spatiale,traje espacial,skafandr,Raumanzug,skafander kosmiczny
Stetson hat,Chapeau Stetson,Sombrero Stetson,Klobouk Stetson,Stetson-Hut,Kapelusz Stetson
stockings,bas,medias,punčochy,Strümpfe,pończochy
stole,étole,robó,ukradl,gestohlen,ukradziony
suit,costume,traje,oblek,Anzug,garnitur
sun hat,chapeau de soleil,sombrero para el sol,sluneční klobouk,Sonnenhut,kapelusz przeciwsłoneczny
sunbonnet,bonnet de soleil,redecilla,síťka na slunce,Sonnenhut,czapka przeciwsłoneczna
sundress,robe de soleil,vestido de verano,letní šaty,Sommerkleid,sukienka
sunglasses,lunettes de soleil,gafas de sol,sluneční brýle,Sonnenbrille,okulary przeciwsłoneczne
suspenders,bretelles,tirantes,podvazky,Hosenträger,szelki
sweater,pull-over,jersey,svetr,Pullover,sweter
sweatpants,pantalons de survêtement,pantalones de chándal,tepláky,Jogginghosen,spodnie dresowe
sweatshirt,sweat-shirt,sudadera,mikina,Sweatshirt,bluza
sweatsuit,survêtement,sudadera,tepláková souprava,Schwitzanzug,dres
swimsuit,maillot de bain,bañador,plavky,Badeanzug,strój kąpielowy
T-shirt,T-shirt,Camiseta,Tričko,T-shirt,T-shirt
tam,tam,tam,tam,tam,tam
tank top,débardeur,camiseta sin mangas,tílko,Tanktop,tank top
teddy,nounours,osito,Teddy,teddy,miś
threads,fils,hilos,nitě,Fäden,nici
tiara,diadème,tiara,čelenka,Tiara,tiara
tie,cravate,corbata,kravata,Krawatte,krawat
tie clip,pince à cravate,alfiler de corbata,spona na kravatu,Krawattenspange,spinka do krawata
tights,collants,mallas,punčocháče,Strumpfhosen,rajstopy
toga,toge,toga,toga,Toga,toga
togs,vêtements,ropa,oblečení,Kleidungsstücke,spodnie
top,haut,top,top,oben,top
top coat,couche de finition,abrigo,vrchní vrstva,Decklack,top coat
top hat,chapeau haut de forme,sombrero de copa,cylindr,Zylinder,cylinder
train,train,tren,vlak,Zug,pociąg
trench coat,trench-coat,gabardina,trenčkot,Trenchcoat,trencz
trousers,pantalons,pantalones,kalhoty,Hosen,spodnie
trunks,malles,baúles,kufry,Badehose,kufry
tube top,haut tube,top tubo,trubkový top,Schlauchtop,top rurkowy
tunic,tunique,túnica,tunika,Tunika,tunika
turban,turban,turbante,turban,Turban,turban
turtleneck,col roulé,cuello alto,rolák,Rollkragenpullover,golf
turtleneck shirt,chemise à col roulé,camisa de cuello alto,roláková košile,Rollkragenshirt,koszulka z golfem
tutu,tutu,tutú,tutu,Tutu,tutu
tux,smoking,esmoquin,smoking,Smoking,smoking
tuxedo,smoking,esmoquin,smoking,Smoking,smoking
tweed jacket,veste en tweed,chaqueta de tweed,tvídové sako,Tweed-Jacke,tweedowa marynarka
twill,sergé,sarga,kepr,Twill,diagonalny
twin set,ensemble jumeau,juego de gemelos,sada pro dvojčata,Zwillingssatz,zestaw bliźniaczy
umbrella,parapluie,paraguas,deštník,Regenschirm,parasol
underclothes,sous-vêtements,ropa interior,spodní prádlo,Unterwäsche,bielizna
undershirt,maillot de corps,camiseta interior,spodní tričko,Unterhemd,podkoszulek
underwear,sous-vêtements,ropa interior,spodní prádlo,Unterwäsche,bielizna
uniform,l'uniforme,uniforme,uniforma,Uniform,mundur
veil,voile,velo,závoj,Schleier,welon
Velcro,Velcro,Velcro,Suchý zip,Klettverschluss,Rzep
vest,gilet,chaleco,vesta,Unterhemd,kamizelka
vestments,vêtements,vestimentas,oděvy,Gewänder,szaty
visor,visière,visera,kšilt,Visier,przyłbica
waders,cuissardes,vadeadores,brodítka,Wathosen,wodery
waistcoat,gilet,chaleco,vesta,Weste,kamizelka
wear,vêtements,use,nosit,tragen,zużycie
wedding gown,robe de mariée,vestido de novia,svatební šaty,Hochzeitskleid,suknia ślubna
Wellingtons,Wellingtons,Wellingtons,Wellingtons,Gummistiefel,Kalosze
wetsuit,combinaison de plongée,traje de neopreno,neoprén,Neoprenanzug,pianka
white tie,cravate blanche,corbata blanca,bílá kravata,weiße Krawatte,biały krawat
wig,perruque,peluca,paruka,Perücke,peruka
windbreaker,coupe-vent,cortavientos,větrovka,Windbreaker,wiatrówka
woolens,lainages,lana,vlna,Wollsachen,wełna
wrap,enveloppe,envolver,zavinovačka,wickeln,owijka
yoke,joug,yugo,jho,Joch,jarzmo
zipper,fermeture éclair,cremallera,zip,Reißverschluss,zamek błyskawiczny
zoris,zoris,zoris,zoris,zoris,zoris
